X_05%,X_68%,X_95%,Template
13838,18622,19403,4
13587,16863,17954,4
13099,16302,18339,4
12797,17851,19391,4
13354,18783,20045,4
13807,19361,20449,4
13884,18757,20688,4
14376,18709,19157,4
13382,16298,17344,4
12148,15575,17633,4
13388,18401,19740,4
13366,17504,18307,4
11909,16716,18024,4
12239,17335,18380,4
12067,17195,18552,4
13335,16516,17267,4
12359,15168,17145,4
11851,17490,18806,4
12175,17030,18526,4
12003,16803,18239,4
12296,17048,18247,4
11990,17609,18249,4
11739,14851,16015,4
11204,14875,17221,4
11950,17393,19403,4
13576,19256,21180,4
14747,19190,20098,4
14082,18758,20549,4
14581,18076,19124,4
12630,15713,16347,4
10944,14311,16195,4
11365,16483,17026,4
11203,16141,16713,4
10911,15941,16457,4
10515,16361,17127,4
11421,17882,18282,4
12361,16078,16700,4
12000,15370,16971,4
12208,17211,17909,4
11845,16533,17639,4
12399,16780,17644,4
11817,16419,16955,4
10790,15759,15979,4
10902,14377,15215,4
10755,14245,15686,4
10982,16679,17252,4
10978,16014,16491,4
10401,15683,16629,4
11089,16260,16815,4
11240,15590,16321,4
10611,14079,14751,4
10583,13940,15441,4
10517,16739,16985,4
10831,16320,16983,4
11173,17040,17768,4
11393,16325,17061,4
11675,15974,16501,4
11311,14794,15513,4
11197,13994,14996,4
11284,16254,16807,4
11296,16197,16911,4
11435,15948,16429,4
10905,17200,17510,4
11398,16032,16542,4
10897,14072,14800,4
10366,15449,16125,4
10773,16219,16477,4
10958,16640,16870,4
11287,16375,16847,4
10969,15858,16223,4
10726,15221,15777,4
10403,13701,14239,4
9704,13344,14218,4
9819,16087,16478,4
10278,15831,16171,4
10042,15595,15980,4
10270,15330,15626,4
10090,15793,16348,4
10099,13721,14260,4
9541,13590,14429,4
9834,15635,16148,4
10182,15387,15671,4
10044,15444,15789,4
10170,15415,15798,4
10099,15099,15641,4
9826,13452,13956,4
9592,13198,13934,4
9995,15444,15867,4
10057,15886,16191,4
10043,16791,17100,4
10644,17816,18418,4
11059,16900,17279,4
10362,13819,14353,4
9516,12869,13620,4
9639,15816,16076,4
9960,16372,16701,4
10481,16861,17416,4
10168,15585,15968,4
10212,15805,16290,4
10324,13952,14718,4
9751,13766,14345,4
9824,15620,15924,4
10119,15934,16130,4
10116,16077,16479,4
10111,17488,18150,4
11026,19430,20375,4
11542,16792,17250,4
10256,14425,14585,4
10078,15863,16180,4
10310,17355,17910,4
10584,17889,18540,4
11175,17432,18091,4
10761,18614,20043,4
11273,17686,18591,4
10926,15132,15386,4
10157,16777,17008,4
10641,18047,18704,4
10770,16240,16550,4
10184,16368,16626,4
10491,17664,18956,4
11079,15032,15877,4
9983,14527,15032,4
10565,18463,19355,4
11315,18439,18911,4
11023,16258,16814,4
10282,16021,16457,4
10236,16463,16955,4
10200,15446,15785,4
10248,16823,17379,4
11509,19060,19729,4
11416,19355,20583,4
