X_05%,X_68%,X_95%,Template
11931,18656,18924,1
10933,17921,19027,1
10938,16744,17470,1
10134,14280,14777,1
9603,14625,15501,1
10734,20397,21138,1
12311,23106,24493,1
14342,24845,26055,1
14627,22805,24402,1
13053,17847,18329,1
10635,15824,16007,1
10199,14351,14481,1
10062,16386,16693,1
10221,16852,17208,1
10331,14263,15140,1
10526,18406,19343,1
11778,19240,20422,1
10871,16810,17225,1
11079,18228,19016,1
12148,20459,21888,1
12616,21876,23578,1
13848,21813,22832,1
13290,19939,20810,1
11756,19224,20141,1
11464,17255,17653,1
11526,18735,19546,1
12530,20193,20990,1
12133,20555,21608,1
12768,18869,19432,1
12300,19700,20787,1
12751,19961,20996,1
11306,16359,16574,1
10674,16399,17060,1
11201,17794,18141,1
11369,18931,20042,1
11967,20793,22351,1
12699,22265,23948,1
14157,23385,24332,1
13924,19593,20371,1
12712,19380,20055,1
13183,21850,22948,1
13307,22278,23167,1
13411,22316,23812,1
13471,24545,25914,1
14952,24887,26145,1
14359,21411,22283,1
11985,17243,18008,1
11935,20165,20411,1
13476,21936,23392,1
14012,23143,24910,1
13381,19735,20322,1
11996,16764,17637,1
10334,16183,16711,1
11123,18188,19060,1
12659,20503,21697,1
11627,18721,19216,1
11330,19640,20030,1
12465,21341,22062,1
13812,19453,19971,1
11029,14676,15143,1
10043,14361,15259,1
10415,16655,17391,1
10582,16470,17029,1
10573,16626,16990,1
10812,17666,17899,1
11847,21009,22395,1
13325,21376,22523,1
13837,19135,19591,1
12304,20351,21057,1
11894,20010,20879,1
11898,20725,21976,1
12416,21313,22789,1
12733,19806,20911,1
11220,15701,15953,1
10060,14366,14875,1
10140,16801,18093,1
11486,18433,19048,1
10739,17421,17865,1
10679,17568,18129,1
11449,21191,22570,1
12890,20528,21843,1
12845,17157,17568,1
11362,18067,18501,1
11327,17711,17895,1
10913,16929,17237,1
10458,16762,17054,1
10409,16585,17101,1
10663,14432,15433,1
9662,13611,15161,1
9748,15949,16177,1
10058,16124,16792,1
10105,16410,17029,1
10298,17423,17992,1
10758,17584,18159,1
10718,15882,16703,1
10662,14987,16327,1
10171,17688,18210,1
10622,18904,19570,1
11739,21547,22189,1
12747,20339,20846,1
12464,18011,18808,1
10444,14660,15253,1
9677,13770,14953,1
9822,16191,16885,1
10017,16393,17429,1
10406,17224,18143,1
11137,18803,19302,1
11186,18696,19323,1
11272,16865,17248,1
11021,14614,15557,1
10083,16915,18054,1
10861,16272,17041,1
10206,16262,17168,1
10274,16325,17127,1
10313,15835,16270,1
9935,13896,14906,1
9721,13644,15373,1
9910,15905,17129,1
10281,15850,17047,1
10304,15971,17245,1
10361,16530,17634,1
10619,17100,17393,1
10487,14625,15431,1
9713,13946,15795,1
9873,16759,17737,1
10519,17144,18242,1
10732,16237,17261,1
10164,15683,16837,1
10270,15657,16403,1
10144,14984,15948,1
9748,13541,15739,1
10342,16066,17710,1
10828,15978,17248,1
10474,15840,16525,1
10298,16005,16993,1
10450,15829,16770,1
10481,15223,16169,1
10255,13785,16180,1
10354,15903,17717,1
10539,16555,17939,1
11042,16152,18271,1
11496,16566,18453,1
11564,16649,17974,1
11093,15130,16759,1
11259,14562,16861,1
11413,16765,18616,1
10875,16268,18011,1
11043,16096,18063,1
10458,16398,17795,1
10834,16474,18021,1
11475,15294,17000,1
11248,14611,17413,1
11408,17038,19003,1
11715,17456,18682,1
11387,17082,18253,1
10318,13653,15303,1
10305,15093,17450,1
11746,15687,17465,1
11469,14816,17458,1
11068,17001,18647,1
10791,16105,18494,1
11359,16706,19141,1
11573,17007,18925,1
11641,17034,18754,1
11750,16391,18874,1
12786,16878,19359,1
12189,17932,19984,1
12567,18104,20574,1
12912,17978,20382,1
13002,18395,20459,1
13358,18398,19967,1
12325,16255,18300,1
11658,16122,18865,1
11967,18128,20344,1
12497,17782,20041,1
11804,17093,19596,1
12470,18597,21109,1
12888,17891,19421,1
12334,16921,18825,1
12897,18167,19865,1
12485,18541,21136,1
13499,18777,20643,1
13284,18554,20428,1
12686,18119,20480,1
12733,18231,19964,1
12508,16699,18466,1
11535,15621,17847,1
10480,15480,17343,1
10980,14449,15333,1
11261,17038,18724,1
11550,17675,19131,1
11509,16567,18197,1
11295,15716,17275,1
11154,15067,17523,1
11501,16181,18491,1
11674,16053,17964,1
11626,17670,20690,1
14104,19503,21782,1
14562,19056,19882,1
12813,16471,18083,1
11496,15259,17660,1
11256,16780,18602,1
11174,16195,18162,1
10808,16530,18213,1
11155,16468,18562,1
11397,17178,18230,1
11136,15138,16902,1
11365,14898,17375,1
11549,17967,19773,1
12227,17355,19349,1
12568,17757,19615,1
12959,18133,19559,1
12266,16860,18085,1
12025,16131,17695,1
11839,16090,18424,1
13362,18591,20343,1
13490,18378,19641,1
12318,17413,19388,1
12757,17982,19673,1
13281,18350,19122,1
12925,16700,17815,1
12180,16272,18522,1
12629,17933,19377,1
12503,17535,18881,1
11600,17235,19016,1
12462,17468,19164,1
12436,17994,19172,1
11482,15401,16931,1
11296,15058,16815,1
11365,17070,18733,1
11631,17190,18537,1
11262,17169,18575,1
11758,17290,19053,1
12090,17390,18377,1
12131,15968,17444,1
11376,15477,18110,1
13258,18935,20498,1
13660,18429,20028,1
12860,18218,19218,1
12038,17271,18450,1
12382,17132,18107,1
12531,16475,17592,1
12536,15524,17220,1
11124,16383,17318,1
11257,16631,18608,1
12563,17591,19312,1
13090,17852,19226,1
12932,18245,19172,1
12339,16150,17330,1
12296,15115,17489,1
12105,17140,18477,1
12024,17304,19079,1
11696,17180,19092,1
12763,17824,19602,1
13635,18059,18898,1
12646,16318,17347,1
11923,15272,17449,1
12067,17028,18377,1
11340,16424,17845,1
11329,16805,18118,1
11626,16419,17878,1
11664,16379,17472,1
11096,15815,16711,1
11098,14888,17013,1
12028,17221,18219,1
12206,16693,17734,1
11607,16923,17854,1
11975,16872,17729,1
11615,16174,16844,1
11031,15419,15982,1
10911,14977,16318,1
11449,16765,17539,1
11902,16760,17751,1
11416,17357,17979,1
11260,16612,17357,1
11694,16296,16910,1
11733,15058,15688,1
11242,14389,15320,1
11371,16695,17157,1
11599,16569,17444,1
11387,16226,16639,1
11107,16231,17027,1
10941,16569,17078,1
11411,15293,15910,1
11719,14606,15865,1
11325,17054,17602,1
10868,16223,16709,1
10555,15919,16730,1
11493,16177,16645,1
11044,16333,16992,1
10618,14404,15205,1
10340,14743,16014,1
10828,16088,16727,1
11055,15688,16333,1
10833,15850,16236,1
10489,15478,15877,1
10150,15427,15723,1
10224,13970,14454,1
9690,13861,15066,1
10453,15642,16114,1
10806,15455,15913,1
10649,15369,15746,1
10301,15209,15614,1
10024,15182,15623,1
9737,13492,13963,1
9429,13037,14278,1
9623,14874,15406,1
9833,15223,15600,1
9804,15990,16271,1
10091,15601,15997,1
9841,15101,15522,1
9625,13258,13879,1
9409,13553,14552,1
9743,16094,16454,1
10155,15760,16071,1
10422,15177,15935,1
10609,15250,15750,1
10147,15340,15788,1
10044,14198,14650,1
9900,13884,14723,1
9854,15270,15697,1
9901,15574,15863,1
9944,15660,15952,1
10017,15982,16340,1
9861,15085,15545,1
9799,13343,13904,1
9549,12711,14072,1
9608,15425,15948,1
10147,15338,15607,1
9905,15454,15787,1
9901,15499,15725,1
9915,15111,15565,1
9795,13549,13968,1
9403,13385,14263,1
9563,15169,15560,1
10043,15432,15595,1
9918,15356,15749,1
9886,15165,15521,1
9967,15045,15610,1
9581,13068,13583,1
9252,12850,13246,1
9211,13691,14719,1
9773,17343,17926,1
9995,15566,15783,1
9855,15928,16128,1
10041,15891,16341,1
9971,14569,14959,1
9648,14478,14855,1
9963,17037,17192,1
10496,17765,18137,1
10702,16437,16873,1
10167,16141,16444,1
10140,15746,16382,1
10040,17361,18285,1
11689,20032,20636,1
13306,23837,25412,1
14237,25012,26111,1
14138,20873,21981,1
12234,18837,19635,1
10932,17836,18649,1
11032,17268,18101,1
11239,14801,15187,1
10466,17095,17338,1
10676,17604,18190,1
10570,16755,17369,1
10563,17208,17655,1
10718,17467,17832,1
10645,16300,16551,1
10732,16336,16693,1
11562,18662,19163,1
11569,18478,19375,1
10911,18269,19147,1
11374,18302,18810,1
11605,19521,20546,1
11923,17462,18219,1
11434,18075,18635,1
12664,20862,22020,1
12504,21027,21813,1
12267,19604,20605,1
11697,19661,20968,1
11846,15155,15504,1
10765,15264,15622,1
10746,17246,17795,1
12207,21895,23117,1
13713,23694,24723,1
14191,23122,24590,1
14250,20430,21413,1
11924,19352,20084,1
11911,18226,18585,1
11916,18100,18763,1
13181,20551,21319,1
12229,20679,22089,1
12430,21264,22691,1
13055,22323,23650,1
13565,23101,24551,1
13486,21428,22348,1
13511,20702,21171,1
13891,22712,23472,1
13252,20348,21467,1
12772,19085,19492,1
12537,19731,20358,1
12201,19921,20932,1
11792,18518,19175,1
11960,16952,17609,1
11532,19983,21253,1
12601,21149,22214,1
12649,20851,22139,1
13242,22051,23242,1
13179,21278,22192,1
12562,17299,18797,1
11487,17053,17475,1
11644,19754,20455,1
12375,19397,19847,1
12231,18429,18858,1
11580,18360,19156,1
11579,17616,18798,1
10860,16078,16357,1
10755,16220,16481,1
11220,17448,18025,1
11069,17664,18087,1
11013,18227,18962,1
11511,18308,19545,1
11557,18244,19300,1
11296,16272,16816,1
10517,16490,17063,1
11519,20730,21580,1
12654,18913,19702,1
10636,16704,17074,1
10568,17664,18296,1
11074,18731,19256,1
11064,16568,17032,1
10780,16427,17167,1
11572,19580,20393,1
11003,17072,17647,1
10546,17463,17921,1
10811,17609,18482,1
10852,17409,18086,1
11187,16308,16868,1
10866,15470,15657,1
10315,15772,16642,1
10687,18395,19140,1
11216,18518,19241,1
11468,20959,21663,1
12784,21148,22204,1
12842,19331,19674,1
12099,17015,17289,1
10930,18214,18827,1
11178,17615,18340,1
10699,16522,16739,1
10205,16423,16696,1
10338,16152,16522,1
10395,15697,16324,1
10795,16659,17946,1
12168,19076,19888,1
10832,16493,17007,1
10393,16705,17184,1
10357,16221,16515,1
10048,15295,15667,1
9862,13813,14678,1
9568,14199,15319,1
10094,16070,16745,1
10014,15827,16026,1
10002,15927,16699,1
10072,15731,16574,1
10103,16264,16449,1
10236,15177,15695,1
10275,15100,16634,1
10550,16761,17424,1
10399,16266,16714,1
10327,16457,17152,1
10407,15624,16024,1
10042,15288,15661,1
9904,13695,14698,1
9618,13851,15116,1
9831,15614,16814,1
10272,15547,16767,1
10208,15579,16645,1
10137,16146,16642,1
10077,15380,15781,1
9649,13470,14557,1
9454,13167,14708,1
9529,15158,16294,1
9713,15663,16648,1
9965,15607,16472,1
9902,16036,16988,1
9886,15088,15655,1
9828,13718,14818,1
9892,13687,15640,1
10279,15874,16981,1
10352,15702,17156,1
10277,16080,17499,1
10747,15952,17116,1
10988,15871,16264,1
10253,14151,15365,1
9651,13560,15362,1
9763,15604,16952,1
10021,16096,17401,1
10655,16049,17685,1
10909,16073,17297,1
11237,15659,16396,1
10085,13844,15283,1
10201,14009,16637,1
10817,16345,18024,1
10560,15585,17392,1
10149,15618,17453,1
10069,15895,17561,1
10089,15541,16848,1
9768,14175,15687,1
9500,13289,15775,1
9844,15328,17363,1
10777,15585,17465,1
10724,15635,17848,1
10949,16206,17724,1
10455,15685,16640,1
9909,14697,16142,1
9650,13962,16570,1
10420,15924,18175,1
11226,16312,18733,1
11926,17145,19224,1
12311,17380,19044,1
12264,17162,18858,1
12326,16430,18518,1
12362,15812,18379,1
12055,17175,18884,1
11120,16700,18191,1
11103,16423,17720,1
10862,14091,15390,1
10856,15214,16733,1
10826,14548,16362,1
11138,15798,17634,1
10780,16075,18140,1
10838,15991,18365,1
11430,16481,18623,1
11433,16312,18404,1
11182,16447,18245,1
11895,15718,17873,1
11362,15976,18668,1
12689,18588,21004,1
13014,18165,19573,1
10919,16513,18455,1
10948,17232,19332,1
10638,15072,17115,1
11160,15274,17689,1
12013,15130,17708,1
10773,16034,18353,1
10397,17031,19449,1
11988,17638,19603,1
11992,17158,19194,1
12222,18244,20569,1
12736,17464,19371,1
12725,17579,19914,1
12673,18226,20493,1
13492,18364,19829,1
12415,17040,17950,1
10614,14300,15327,1
11486,16034,18084,1
11089,15572,16817,1
10330,14336,16417,1
10535,16132,18483,1
11334,16500,18728,1
11862,17825,19329,1
