X_05%,X_68%,X_95%,Template
11788,17054,18848,3
12003,17490,19322,3
12920,17930,18528,3
12496,15817,18074,3
11083,20012,24393,3
10899,17207,21091,3
11667,17806,19472,3
12055,18773,25029,3
11820,17257,23235,3
11321,16942,17356,3
10866,15008,16474,3
10444,14674,16492,3
11119,17231,22743,3
12331,18593,23914,3
13130,17706,19107,3
12668,17799,19070,3
12925,21088,25735,3
12569,21947,24504,3
12277,19668,25183,3
12845,19484,26248,3
12550,17247,18293,3
12384,17831,23172,3
11396,16516,20177,3
11004,16335,17244,3
11912,16993,24496,3
13337,17464,23629,3
12924,17050,18373,3
12776,17568,18494,3
12286,17110,22203,3
12200,18442,23804,3
11884,17135,18189,3
12661,16848,19400,3
12588,18164,21419,3
13475,18745,26211,3
13756,18624,20444,3
13135,21331,27341,3
12719,18103,19598,3
12720,17933,24293,3
12995,19992,24088,3
12305,16338,18511,3
11939,18443,23749,3
12195,19457,24044,3
11910,16911,18017,3
11529,19254,23362,3
11257,16376,20850,3
10394,15140,20361,3
10394,14878,16795,3
10384,17074,22159,3
10755,17069,21374,3
11817,21505,24886,3
11826,16750,17976,3
12456,19637,23497,3
11975,15678,22407,3
11582,15818,18022,3
11794,18058,23358,3
12373,19837,24344,3
11658,21707,23822,3
11606,16276,17182,3
11541,16159,19172,3
10949,18727,22306,3
10600,14108,16142,3
10762,20186,24233,3
10922,15908,18245,3
10960,15784,20747,3
10577,15571,16665,3
10396,15426,18658,3
9809,14898,19707,3
9961,16041,18388,3
10053,18146,22958,3
10447,18258,23821,3
11069,16482,17146,3
11233,16220,17572,3
10908,17458,22294,3
10525,14691,15252,3
10676,13684,14688,3
10468,18063,22840,3
10438,18757,22496,3
10242,15541,19924,3
10830,17550,22264,3
10150,19148,21289,3
9472,17123,20187,3
9171,12777,14453,3
9402,14874,15380,3
9908,15206,15477,3
9869,17983,21750,3
9870,17564,20274,3
9787,16970,21800,3
9832,13772,14454,3
9782,14192,14999,3
9936,15940,21302,3
10172,15504,15953,3
10078,16967,22023,3
10130,15383,22029,3
9952,15372,19960,3
10457,13470,14359,3
9653,13587,17343,3
9814,17222,21337,3
10048,15911,22722,3
10205,16089,19743,3
10414,16011,18234,3
10060,16177,21782,3
10510,13820,15628,3
9358,14578,18529,3
9537,15348,20175,3
9887,16581,21362,3
10125,15763,15980,3
10038,15576,15900,3
10025,16047,21482,3
9857,14435,16246,3
9686,14377,19068,3
10013,16269,23084,3
10987,19330,21952,3
10143,15824,19623,3
9993,16121,19305,3
9993,18853,22975,3
9843,13575,14185,3
9509,16373,19480,3
9982,18475,22764,3
10117,19160,22909,3
10071,15879,20472,3
9954,15998,16405,3
10224,16389,16909,3
10169,19226,22218,3
9774,15433,21050,3
10006,15907,16665,3
10911,18904,19411,3
10824,18247,25394,3
12420,24489,29430,3
11878,19946,25512,3
10379,15147,18848,3
9912,15055,17483,3
9745,16295,16564,3
10213,16935,21422,3
11177,16557,19467,3
10130,16183,22606,3
10233,18611,22723,3
10099,14132,14966,3
9565,14010,17938,3
9945,17206,24000,3
10822,22261,27339,3
11240,18823,22404,3
10985,21589,26332,3
10714,18204,19275,3
10996,20538,23982,3
10824,19447,19972,3
12986,24069,30124,3
13133,21149,22248,3
11956,19357,20230,3
11689,25637,29079,3
12903,26295,30873,3
12386,22671,24532,3
11224,16453,23063,3
11497,20077,20545,3
12744,20973,22141,3
13004,19952,20199,3
12765,20769,21215,3
12287,19360,27166,3
11133,17588,24579,3
11284,18369,18823,3
12850,20819,31251,3
12231,18418,19429,3
12697,19898,20149,3
12085,18208,19030,3
11341,19847,27155,3
11689,17628,18120,3
11249,18431,19226,3
12137,21737,23737,3
12948,21525,29795,3
13111,21448,28893,3
13226,20161,26420,3
12183,25620,29330,3
15660,22272,25517,3
12706,21419,22227,3
14182,25321,26652,3
15655,31319,40306,3
14773,21632,22913,3
12887,20089,21065,3
13353,22000,23369,3
13576,21816,26755,3
12918,17134,17375,3
11487,19857,30011,3
12477,21674,23034,3
13279,24279,32518,3
13934,23859,29531,3
16896,32181,36561,3
13190,21133,22431,3
13655,19933,20837,3
14417,23681,33825,3
14677,25873,28448,3
16922,28130,35976,3
16844,26519,35832,3
14443,21050,21686,3
12818,19649,23735,3
11463,19031,22197,3
12659,22501,27558,3
14297,21636,27372,3
11890,22921,27157,3
11957,24405,28524,3
12802,18164,19607,3
10586,15019,15278,3
10009,14884,16988,3
10477,18874,19524,3
12913,19869,21573,3
12587,20361,21003,3
12025,19572,20522,3
12381,19209,20333,3
11659,17657,23182,3
12030,20850,26263,3
12050,18989,19198,3
11394,19385,20168,3
11969,22479,27665,3
11577,18622,24767,3
11852,19300,24181,3
10579,18021,21291,3
10065,15032,18357,3
10422,17858,23057,3
11033,19707,24001,3
10730,17714,18182,3
10572,16880,17165,3
10447,16141,16927,3
10223,17801,20761,3
9859,16558,20989,3
11130,15729,18521,3
10074,17036,17290,3
10723,17436,21990,3
10752,18064,26783,3
10830,17485,18159,3
10759,20415,22790,3
10357,14281,15310,3
9934,16049,16382,3
10316,19965,22913,3
10113,16877,21697,3
10326,16809,17025,3
10583,18896,21945,3
10306,18742,21971,3
10059,15658,17339,3
10607,19390,23288,3
11400,18695,18952,3
11274,21658,24093,3
10340,16035,16715,3
10034,16067,22241,3
10102,16829,22012,3
10250,15544,16066,3
10166,16511,19153,3
10015,16220,16923,3
9982,16227,21761,3
10178,21640,23958,3
10428,17414,21398,3
9799,13873,14857,3
9616,14580,16157,3
9815,16263,22676,3
9968,16479,17285,3
10690,22691,25298,3
10484,16046,19924,3
10069,15542,16051,3
9998,14048,14858,3
9680,16915,20824,3
9658,15805,22270,3
10292,16268,20580,3
10086,20173,24039,3
10891,16712,22852,3
11099,15501,16262,3
10281,14965,20676,3
10076,16918,18814,3
10144,16160,20030,3
10529,18208,25016,3
10576,21522,23776,3
10151,16087,18419,3
10250,19418,24521,3
10268,17417,20818,3
10144,13997,15827,3
9986,17459,23803,3
10480,16149,17505,3
10614,20018,23142,3
10656,16975,21744,3
10877,16259,16789,3
10361,15294,15912,3
10053,16534,21289,3
10403,19941,24656,3
10623,16722,22981,3
10192,17084,20636,3
10206,17924,20936,3
10985,19866,24407,3
11095,14913,21881,3
