SystemLoad,Date,Hour
16900,2005-03-22,21
15767,2005-03-22,22
14147,2005-03-22,23
12761,2005-03-22,24
11888,2005-03-23,1
11490,2005-03-23,2
11306,2005-03-23,3
11295,2005-03-23,4
11673,2005-03-23,5
12825,2005-03-23,6
14797,2005-03-23,7
16168,2005-03-23,8
16558,2005-03-23,9
16693,2005-03-23,10
16763,2005-03-23,11
16698,2005-03-23,12
16576,2005-03-23,13
16561,2005-03-23,14
16444,2005-03-23,15
16500,2005-03-23,16
16964,2005-03-23,17
25954,2005-03-23,18
18601,2005-03-23,19
18337,2005-03-23,20
17623,2005-03-23,21
16392,2005-03-23,22
14798,2005-03-23,23
13377,2005-03-23,24
12465,2005-03-24,1
12046,2005-03-24,2
11870,2005-03-24,3
16132,2005-03-24,4
21049,2005-03-24,5
13804,2005-03-24,6
20965,2005-03-24,7
20213,2005-03-24,8
18608,2005-03-24,9
21960,2005-03-24,10
25971,2005-03-24,11
23031,2005-03-24,12
19900,2005-03-24,13
23593,2005-03-24,14
21269,2005-03-24,15
19113,2005-03-24,16
23807,2005-03-24,17
18061,2005-03-24,18
20207,2005-03-24,19
17886,2005-03-24,20
17306,2005-03-24,21
16262,2005-03-24,22
14782,2005-03-24,23
13348,2005-03-24,24
12410,2005-03-25,1
11945,2005-03-25,2
11724,2005-03-25,3
11687,2005-03-25,4
11936,2005-03-25,5
12773,2005-03-25,6
14098,2005-03-25,7
15253,2005-03-25,8
15840,2005-03-25,9
16143,2005-03-25,10
16235,2005-03-25,11
16130,2005-03-25,12
15820,2005-03-25,13
15574,2005-03-25,14
15371,2005-03-25,15
15166,2005-03-25,16
15343,2005-03-25,17
15851,2005-03-25,18
16715,2005-03-25,19
16632,2005-03-25,20
16140,2005-03-25,21
15252,2005-03-25,22
14068,2005-03-25,23
12903,2005-03-25,24
12058,2005-03-26,1
11623,2005-03-26,2
11393,2005-03-26,3
11345,2005-03-26,4
11482,2005-03-26,5
11827,2005-03-26,6
12459,2005-03-26,7
13499,2005-03-26,8
14582,2005-03-26,9
15110,2005-03-26,10
15150,2005-03-26,11
14985,2005-03-26,12
14937,2005-03-26,13
17242,2005-03-26,14
13825,2005-03-26,15
13703,2005-03-26,16
13927,2005-03-26,17
14606,2005-03-26,18
15922,2005-03-26,19
16045,2005-03-26,20
15652,2005-03-26,21
14972,2005-03-26,22
13910,2005-03-26,23
12772,2005-03-26,24
11836,2005-03-27,1
11801,2005-03-27,2
14143,2005-03-27,3
11191,2005-03-27,4
11257,2005-03-27,5
12570,2005-03-27,6
15712,2005-03-27,7
12575,2005-03-27,8
13388,2005-03-27,9
13886,2005-03-27,10
13982,2005-03-27,11
13955,2005-03-27,12
13728,2005-03-27,13
13179,2005-03-27,14
12642,2005-03-27,15
12428,2005-03-27,16
12558,2005-03-27,17
13099,2005-03-27,18
14670,2005-03-27,19
15268,2005-03-27,20
15030,2005-03-27,21
14138,2005-03-27,22
12920,2005-03-27,23
11898,2005-03-27,24
11170,2005-03-28,1
10852,2005-03-28,2
15414,2005-03-28,3
14252,2005-03-28,4
13562,2005-03-28,5
15384,2005-03-28,6
21010,2005-03-28,7
21157,2005-03-28,8
20077,2005-03-28,9
21126,2005-03-28,10
25238,2005-03-28,11
23546,2005-03-28,12
17650,2005-03-28,13
17584,2005-03-28,14
17390,2005-03-28,15
17391,2005-03-28,16
17706,2005-03-28,17
18225,2005-03-28,18
18740,2005-03-28,19
18405,2005-03-28,20
17515,2005-03-28,21
16151,2005-03-28,22
14409,2005-03-28,23
12855,2005-03-28,24
11934,2005-03-29,1
12951,2005-03-29,2
16622,2005-03-29,3
17527,2005-03-29,4
19346,2005-03-29,5
19325,2005-03-29,6
20693,2005-03-29,7
19353,2005-03-29,8
21871,2005-03-29,9
23096,2005-03-29,10
19090,2005-03-29,11
24620,2005-03-29,12
19400,2005-03-29,13
18210,2005-03-29,14
16275,2005-03-29,15
16211,2005-03-29,16
16325,2005-03-29,17
16739,2005-03-29,18
17713,2005-03-29,19
17722,2005-03-29,20
16992,2005-03-29,21
15759,2005-03-29,22
14079,2005-03-29,23
12624,2005-03-29,24
11715,2005-03-30,1
11299,2005-03-30,2
11135,2005-03-30,3
11109,2005-03-30,4
11495,2005-03-30,5
12571,2005-03-30,6
14531,2005-03-30,7
15754,2005-03-30,8
16051,2005-03-30,9
16105,2005-03-30,10
16136,2005-03-30,11
20108,2005-03-30,12
17666,2005-03-30,13
22320,2005-03-30,14
19252,2005-03-30,15
15361,2005-03-30,16
15455,2005-03-30,17
15811,2005-03-30,18
17093,2005-03-30,19
17293,2005-03-30,20
16631,2005-03-30,21
15453,2005-03-30,22
13831,2005-03-30,23
12415,2005-03-30,24
11514,2005-03-31,1
11150,2005-03-31,2
11002,2005-03-31,3
11008,2005-03-31,4
11380,2005-03-31,5
12431,2005-03-31,6
14454,2005-03-31,7
15734,2005-03-31,8
15989,2005-03-31,9
22155,2005-03-31,10
16095,2005-03-31,11
15970,2005-03-31,12
15751,2005-03-31,13
15643,2005-03-31,14
15381,2005-03-31,15
15243,2005-03-31,16
15340,2005-03-31,17
15924,2005-03-31,18
17127,2005-03-31,19
17277,2005-03-31,20
16658,2005-03-31,21
15464,2005-03-31,22
13846,2005-03-31,23
12265,2005-03-31,24
11498,2005-04-01,1
11049,2005-04-01,2
10833,2005-04-01,3
10778,2005-04-01,4
11077,2005-04-01,5
12155,2005-04-01,6
14144,2005-04-01,7
15669,2005-04-01,8
16096,2005-04-01,9
16226,2005-04-01,10
16267,2005-04-01,11
16128,2005-04-01,12
18734,2005-04-01,13
19767,2005-04-01,14
15356,2005-04-01,15
15121,2005-04-01,16
15083,2005-04-01,17
15290,2005-04-01,18
16253,2005-04-01,19
16299,2005-04-01,20
15743,2005-04-01,21
14831,2005-04-01,22
13549,2005-04-01,23
12264,2005-04-01,24
11355,2005-04-02,1
10824,2005-04-02,2
10613,2005-04-02,3
10503,2005-04-02,4
10600,2005-04-02,5
15871,2005-04-02,6
16976,2005-04-02,7
20048,2005-04-02,8
21673,2005-04-02,9
23216,2005-04-02,10
16057,2005-04-02,11
22834,2005-04-02,12
23639,2005-04-02,13
22907,2005-04-02,14
22896,2005-04-02,15
15168,2005-04-02,16
15281,2005-04-02,17
15637,2005-04-02,18
16105,2005-04-02,19
15834,2005-04-02,20
15166,2005-04-02,21
14306,2005-04-02,22
13151,2005-04-02,23
11962,2005-04-02,24
11089,2005-04-03,1
10827,2005-04-03,2
10564,2005-04-03,3
10281,2005-04-03,4
10235,2005-04-03,5
10325,2005-04-03,6
10659,2005-04-03,7
11183,2005-04-03,8
16978,2005-04-03,9
20105,2005-04-03,10
17005,2005-04-03,11
16822,2005-04-03,12
17312,2005-04-03,13
20754,2005-04-03,14
21908,2005-04-03,15
14471,2005-04-03,16
18223,2005-04-03,17
15761,2005-04-03,18
17084,2005-04-03,19
21472,2005-04-03,20
17328,2005-04-03,21
14870,2005-04-03,22
13525,2005-04-03,23
12238,2005-04-03,24
11265,2005-04-04,1
10794,2005-04-04,2
10584,2005-04-04,3
14068,2005-04-04,4
14075,2005-04-04,5
14441,2005-04-04,6
21258,2005-04-04,7
20273,2005-04-04,8
21122,2005-04-04,9
18808,2005-04-04,10
16583,2005-04-04,11
18877,2005-04-04,12
24418,2005-04-04,13
16159,2005-04-04,14
15899,2005-04-04,15
15775,2005-04-04,16
15826,2005-04-04,17
16037,2005-04-04,18
16252,2005-04-04,19
16925,2005-04-04,20
17024,2005-04-04,21
15943,2005-04-04,22
14367,2005-04-04,23
12791,2005-04-04,24
11748,2005-04-05,1
11217,2005-04-05,2
10969,2005-04-05,3
10939,2005-04-05,4
11242,2005-04-05,5
12370,2005-04-05,6
14449,2005-04-05,7
15789,2005-04-05,8
16038,2005-04-05,9
16089,2005-04-05,10
16087,2005-04-05,11
15991,2005-04-05,12
15769,2005-04-05,13
20274,2005-04-05,14
20462,2005-04-05,15
18412,2005-04-05,16
15088,2005-04-05,17
15123,2005-04-05,18
15244,2005-04-05,19
16165,2005-04-05,20
16426,2005-04-05,21
15375,2005-04-05,22
13684,2005-04-05,23
12129,2005-04-05,24
11159,2005-04-06,1
10677,2005-04-06,2
10451,2005-04-06,3
10408,2005-04-06,4
10698,2005-04-06,5
11809,2005-04-06,6
13900,2005-04-06,7
15395,2005-04-06,8
15695,2005-04-06,9
22086,2005-04-06,10
19708,2005-04-06,11
20991,2005-04-06,12
23146,2005-04-06,13
17631,2005-04-06,14
18137,2005-04-06,15
22360,2005-04-06,16
21077,2005-04-06,17
19808,2005-04-06,18
15128,2005-04-06,19
16027,2005-04-06,20
16316,2005-04-06,21
15229,2005-04-06,22
13557,2005-04-06,23
11971,2005-04-06,24
10950,2005-04-07,1
10453,2005-04-07,2
10240,2005-04-07,3
10167,2005-04-07,4
10443,2005-04-07,5
11510,2005-04-07,6
13622,2005-04-07,7
15090,2005-04-07,8
15515,2005-04-07,9
15706,2005-04-07,10
15847,2005-04-07,11
15851,2005-04-07,12
15773,2005-04-07,13
20835,2005-04-07,14
22846,2005-04-07,15
20717,2005-04-07,16
15403,2005-04-07,17
15466,2005-04-07,18
15666,2005-04-07,19
16385,2005-04-07,20
16340,2005-04-07,21
15283,2005-04-07,22
13647,2005-04-07,23
12085,2005-04-07,24
11131,2005-04-08,1
10603,2005-04-08,2
10312,2005-04-08,3
10219,2005-04-08,4
10441,2005-04-08,5
11472,2005-04-08,6
13580,2005-04-08,7
15124,2005-04-08,8
15664,2005-04-08,9
15856,2005-04-08,10
15946,2005-04-08,11
15876,2005-04-08,12
15685,2005-04-08,13
18666,2005-04-08,14
15310,2005-04-08,15
15032,2005-04-08,16
14856,2005-04-08,17
14658,2005-04-08,18
14559,2005-04-08,19
15076,2005-04-08,20
15419,2005-04-08,21
14645,2005-04-08,22
13422,2005-04-08,23
12060,2005-04-08,24
11010,2005-04-09,1
10484,2005-04-09,2
10209,2005-04-09,3
10133,2005-04-09,4
10208,2005-04-09,5
10601,2005-04-09,6
11212,2005-04-09,7
12259,2005-04-09,8
16835,2005-04-09,9
17885,2005-04-09,10
15618,2005-04-09,11
18315,2005-04-09,12
19823,2005-04-09,13
18742,2005-04-09,14
14965,2005-04-09,15
19645,2005-04-09,16
13068,2005-04-09,17
17915,2005-04-09,18
15288,2005-04-09,19
16961,2005-04-09,20
14383,2005-04-09,21
13799,2005-04-09,22
12755,2005-04-09,23
11653,2005-04-09,24
10795,2005-04-10,1
10333,2005-04-10,2
10073,2005-04-10,3
9974,2005-04-10,4
10018,2005-04-10,5
10270,2005-04-10,6
10563,2005-04-10,7
12510,2005-04-10,8
14861,2005-04-10,9
15048,2005-04-10,10
13723,2005-04-10,11
14712,2005-04-10,12
13346,2005-04-10,13
13094,2005-04-10,14
12831,2005-04-10,15
12725,2005-04-10,16
12849,2005-04-10,17
13163,2005-04-10,18
13474,2005-04-10,19
14320,2005-04-10,20
15018,2005-04-10,21
13965,2005-04-10,22
12535,2005-04-10,23
11222,2005-04-10,24
10383,2005-04-11,1
9969,2005-04-11,2
9792,2005-04-11,3
9803,2005-04-11,4
10154,2005-04-11,5
11329,2005-04-11,6
13461,2005-04-11,7
15020,2005-04-11,8
15487,2005-04-11,9
15688,2005-04-11,10
15851,2005-04-11,11
15801,2005-04-11,12
15642,2005-04-11,13
15562,2005-04-11,14
23290,2005-04-11,15
19081,2005-04-11,16
21738,2005-04-11,17
18016,2005-04-11,18
19126,2005-04-11,19
18131,2005-04-11,20
16465,2005-04-11,21
15350,2005-04-11,22
13686,2005-04-11,23
12177,2005-04-11,24
11286,2005-04-12,1
18537,2005-04-12,2
11500,2005-04-12,3
14898,2005-04-12,4
16571,2005-04-12,5
16910,2005-04-12,6
20803,2005-04-12,7
16803,2005-04-12,8
18528,2005-04-12,9
18581,2005-04-12,10
18086,2005-04-12,11
21265,2005-04-12,12
21749,2005-04-12,13
20695,2005-04-12,14
19457,2005-04-12,15
21105,2005-04-12,16
23169,2005-04-12,17
21133,2005-04-12,18
19124,2005-04-12,19
16553,2005-04-12,20
16609,2005-04-12,21
15528,2005-04-12,22
13847,2005-04-12,23
12342,2005-04-12,24
11419,2005-04-13,1
10989,2005-04-13,2
14421,2005-04-13,3
14901,2005-04-13,4
17777,2005-04-13,5
18469,2005-04-13,6
16291,2005-04-13,7
22307,2005-04-13,8
18478,2005-04-13,9
24026,2005-04-13,10
23312,2005-04-13,11
18284,2005-04-13,12
15802,2005-04-13,13
15647,2005-04-13,14
15397,2005-04-13,15
15173,2005-04-13,16
15123,2005-04-13,17
15163,2005-04-13,18
15220,2005-04-13,19
15945,2005-04-13,20
16369,2005-04-13,21
15409,2005-04-13,22
13792,2005-04-13,23
12248,2005-04-13,24
11289,2005-04-14,1
10821,2005-04-14,2
10609,2005-04-14,3
10578,2005-04-14,4
10881,2005-04-14,5
12065,2005-04-14,6
14059,2005-04-14,7
17041,2005-04-14,8
23429,2005-04-14,9
19641,2005-04-14,10
20170,2005-04-14,11
18055,2005-04-14,12
17271,2005-04-14,13
15552,2005-04-14,14
15322,2005-04-14,15
15164,2005-04-14,16
15110,2005-04-14,17
15030,2005-04-14,18
15052,2005-04-14,19
15729,2005-04-14,20
16222,2005-04-14,21
15297,2005-04-14,22
13746,2005-04-14,23
12213,2005-04-14,24
11242,2005-04-15,1
10803,2005-04-15,2
10632,2005-04-15,3
10599,2005-04-15,4
10920,2005-04-15,5
12090,2005-04-15,6
14070,2005-04-15,7
15509,2005-04-15,8
15839,2005-04-15,9
15946,2005-04-15,10
15946,2005-04-15,11
15840,2005-04-15,12
15617,2005-04-15,13
15491,2005-04-15,14
15203,2005-04-15,15
14842,2005-04-15,16
19524,2005-04-15,17
16378,2005-04-15,18
14372,2005-04-15,19
14935,2005-04-15,20
15503,2005-04-15,21
14751,2005-04-15,22
13572,2005-04-15,23
12243,2005-04-15,24
11285,2005-04-16,1
12338,2005-04-16,2
14649,2005-04-16,3
13598,2005-04-16,4
12816,2005-04-16,5
14821,2005-04-16,6
17598,2005-04-16,7
19679,2005-04-16,8
19238,2005-04-16,9
17651,2005-04-16,10
15889,2005-04-16,11
17904,2005-04-16,12
15029,2005-04-16,13
17987,2005-04-16,14
15423,2005-04-16,15
15777,2005-04-16,16
16775,2005-04-16,17
18113,2005-04-16,18
15139,2005-04-16,19
17319,2005-04-16,20
14232,2005-04-16,21
13667,2005-04-16,22
12614,2005-04-16,23
11527,2005-04-16,24
10708,2005-04-17,1
10259,2005-04-17,2
10033,2005-04-17,3
9937,2005-04-17,4
16678,2005-04-17,5
16953,2005-04-17,6
17624,2005-04-17,7
17323,2005-04-17,8
17310,2005-04-17,9
18983,2005-04-17,10
19720,2005-04-17,11
16104,2005-04-17,12
13877,2005-04-17,13
13931,2005-04-17,14
13658,2005-04-17,15
15300,2005-04-17,16
15804,2005-04-17,17
19232,2005-04-17,18
13195,2005-04-17,19
13866,2005-04-17,20
16542,2005-04-17,21
18984,2005-04-17,22
16279,2005-04-17,23
11128,2005-04-17,24
10266,2005-04-18,1
9883,2005-04-18,2
9727,2005-04-18,3
9710,2005-04-18,4
10045,2005-04-18,5
10932,2005-04-18,6
14201,2005-04-18,7
18511,2005-04-18,8
16667,2005-04-18,9
22928,2005-04-18,10
16706,2005-04-18,11
20255,2005-04-18,12
19253,2005-04-18,13
19586,2005-04-18,14
16725,2005-04-18,15
19634,2005-04-18,16
15698,2005-04-18,17
19618,2005-04-18,18
17687,2005-04-18,19
15292,2005-04-18,20
15768,2005-04-18,21
14739,2005-04-18,22
13170,2005-04-18,23
11702,2005-04-18,24
10792,2005-04-19,1
10319,2005-04-19,2
10141,2005-04-19,3
10103,2005-04-19,4
10368,2005-04-19,5
11267,2005-04-19,6
17540,2005-04-19,7
14429,2005-04-19,8
15150,2005-04-19,9
15566,2005-04-19,10
15786,2005-04-19,11
15904,2005-04-19,12
15840,2005-04-19,13
15882,2005-04-19,14
15775,2005-04-19,15
15626,2005-04-19,16
15546,2005-04-19,17
15430,2005-04-19,18
15190,2005-04-19,19
15519,2005-04-19,20
15955,2005-04-19,21
14955,2005-04-19,22
13401,2005-04-19,23
11867,2005-04-19,24
10869,2005-04-20,1
10348,2005-04-20,2
15529,2005-04-20,3
15563,2005-04-20,4
18134,2005-04-20,5
15500,2005-04-20,6
17521,2005-04-20,7
18184,2005-04-20,8
16476,2005-04-20,9
15815,2005-04-20,10
19657,2005-04-20,11
19666,2005-04-20,12
20744,2005-04-20,13
22694,2005-04-20,14
19631,2005-04-20,15
21878,2005-04-20,16
20663,2005-04-20,17
19806,2005-04-20,18
23650,2005-04-20,19
21339,2005-04-20,20
16406,2005-04-20,21
15290,2005-04-20,22
13630,2005-04-20,23
12093,2005-04-20,24
11102,2005-04-21,1
10542,2005-04-21,2
10237,2005-04-21,3
10239,2005-04-21,4
15975,2005-04-21,5
13642,2005-04-21,6
13200,2005-04-21,7
14513,2005-04-21,8
17761,2005-04-21,9
16109,2005-04-21,10
16086,2005-04-21,11
19587,2005-04-21,12
19071,2005-04-21,13
20398,2005-04-21,14
18624,2005-04-21,15
15488,2005-04-21,16
17492,2005-04-21,17
17509,2005-04-21,18
18897,2005-04-21,19
17167,2005-04-21,20
18268,2005-04-21,21
16103,2005-04-21,22
19186,2005-04-21,23
11797,2005-04-21,24
10930,2005-04-22,1
10447,2005-04-22,2
10356,2005-04-22,3
11209,2005-04-22,4
14311,2005-04-22,5
14780,2005-04-22,6
13787,2005-04-22,7
19866,2005-04-22,8
18457,2005-04-22,9
19903,2005-04-22,10
17298,2005-04-22,11
20389,2005-04-22,12
19441,2005-04-22,13
19390,2005-04-22,14
15417,2005-04-22,15
17023,2005-04-22,16
14604,2005-04-22,17
14473,2005-04-22,18
14522,2005-04-22,19
14950,2005-04-22,20
15117,2005-04-22,21
14325,2005-04-22,22
13061,2005-04-22,23
11803,2005-04-22,24
10847,2005-04-23,1
10315,2005-04-23,2
10014,2005-04-23,3
9896,2005-04-23,4
9959,2005-04-23,5
12969,2005-04-23,6
13612,2005-04-23,7
14998,2005-04-23,8
13526,2005-04-23,9
21228,2005-04-23,10
18567,2005-04-23,11
16613,2005-04-23,12
14928,2005-04-23,13
15558,2005-04-23,14
15514,2005-04-23,15
14229,2005-04-23,16
14346,2005-04-23,17
14514,2005-04-23,18
14489,2005-04-23,19
14631,2005-04-23,20
14550,2005-04-23,21
13842,2005-04-23,22
12738,2005-04-23,23
11620,2005-04-23,24
10748,2005-04-24,1
10193,2005-04-24,2
9830,2005-04-24,3
9679,2005-04-24,4
9648,2005-04-24,5
9842,2005-04-24,6
10131,2005-04-24,7
17703,2005-04-24,8
18275,2005-04-24,9
18893,2005-04-24,10
17425,2005-04-24,11
16918,2005-04-24,12
19961,2005-04-24,13
18652,2005-04-24,14
20520,2005-04-24,15
13253,2005-04-24,16
16401,2005-04-24,17
16014,2005-04-24,18
20099,2005-04-24,19
18710,2005-04-24,20
15572,2005-04-24,21
21247,2005-04-24,22
12577,2005-04-24,23
11315,2005-04-24,24
10467,2005-04-25,1
10089,2005-04-25,2
9927,2005-04-25,3
9900,2005-04-25,4
11544,2005-04-25,5
15261,2005-04-25,6
13836,2005-04-25,7
15120,2005-04-25,8
22902,2005-04-25,9
21398,2005-04-25,10
23372,2005-04-25,11
16290,2005-04-25,12
15926,2005-04-25,13
15810,2005-04-25,14
15586,2005-04-25,15
15450,2005-04-25,16
15532,2005-04-25,17
15619,2005-04-25,18
15534,2005-04-25,19
15879,2005-04-25,20
16381,2005-04-25,21
15361,2005-04-25,22
13694,2005-04-25,23
12077,2005-04-25,24
11177,2005-04-26,1
10725,2005-04-26,2
10507,2005-04-26,3
10467,2005-04-26,4
10747,2005-04-26,5
11788,2005-04-26,6
13702,2005-04-26,7
15135,2005-04-26,8
15508,2005-04-26,9
23517,2005-04-26,10
15878,2005-04-26,11
17502,2005-04-26,12
19060,2005-04-26,13
20865,2005-04-26,14
20608,2005-04-26,15
18513,2005-04-26,16
19017,2005-04-26,17
19874,2005-04-26,18
21432,2005-04-26,19
20356,2005-04-26,20
21637,2005-04-26,21
15785,2005-04-26,22
13439,2005-04-26,23
11783,2005-04-26,24
10766,2005-04-27,1
10309,2005-04-27,2
10101,2005-04-27,3
10043,2005-04-27,4
10287,2005-04-27,5
11307,2005-04-27,6
13369,2005-04-27,7
15107,2005-04-27,8
15761,2005-04-27,9
16093,2005-04-27,10
16358,2005-04-27,11
16444,2005-04-27,12
16353,2005-04-27,13
16347,2005-04-27,14
16215,2005-04-27,15
16156,2005-04-27,16
16327,2005-04-27,17
16469,2005-04-27,18
21409,2005-04-27,19
16466,2005-04-27,20
16394,2005-04-27,21
15328,2005-04-27,22
13641,2005-04-27,23
12012,2005-04-27,24
11072,2005-04-28,1
10557,2005-04-28,2
10288,2005-04-28,3
10226,2005-04-28,4
10515,2005-04-28,5
11591,2005-04-28,6
13554,2005-04-28,7
15151,2005-04-28,8
15663,2005-04-28,9
15878,2005-04-28,10
16024,2005-04-28,11
16031,2005-04-28,12
15949,2005-04-28,13
15872,2005-04-28,14
15683,2005-04-28,15
15552,2005-04-28,16
15453,2005-04-28,17
15382,2005-04-28,18
15285,2005-04-28,19
15633,2005-04-28,20
16181,2005-04-28,21
15285,2005-04-28,22
13732,2005-04-28,23
12148,2005-04-28,24
11195,2005-04-29,1
10749,2005-04-29,2
16128,2005-04-29,3
13420,2005-04-29,4
14421,2005-04-29,5
17950,2005-04-29,6
18693,2005-04-29,7
16232,2005-04-29,8
18809,2005-04-29,9
21807,2005-04-29,10
16645,2005-04-29,11
15772,2005-04-29,12
15605,2005-04-29,13
15556,2005-04-29,14
15336,2005-04-29,15
15065,2005-04-29,16
14913,2005-04-29,17
14719,2005-04-29,18
14465,2005-04-29,19
14597,2005-04-29,20
15281,2005-04-29,21
14600,2005-04-29,22
13365,2005-04-29,23
11919,2005-04-29,24
10917,2005-04-30,1
10331,2005-04-30,2
10018,2005-04-30,3
9846,2005-04-30,4
9917,2005-04-30,5
10228,2005-04-30,6
10846,2005-04-30,7
12014,2005-04-30,8
13312,2005-04-30,9
20536,2005-04-30,10
18361,2005-04-30,11
16432,2005-04-30,12
14997,2005-04-30,13
20384,2005-04-30,14
17545,2005-04-30,15
16763,2005-04-30,16
14994,2005-04-30,17
20486,2005-04-30,18
18350,2005-04-30,19
14714,2005-04-30,20
14652,2005-04-30,21
13956,2005-04-30,22
12830,2005-04-30,23
11655,2005-04-30,24
10684,2005-05-01,1
10102,2005-05-01,2
9814,2005-05-01,3
9632,2005-05-01,4
9613,2005-05-01,5
9787,2005-05-01,6
10095,2005-05-01,7
10984,2005-05-01,8
12132,2005-05-01,9
13198,2005-05-01,10
13783,2005-05-01,11
14805,2005-05-01,12
15746,2005-05-01,13
14346,2005-05-01,14
19554,2005-05-01,15
17567,2005-05-01,16
15791,2005-05-01,17
20487,2005-05-01,18
19547,2005-05-01,19
14038,2005-05-01,20
14812,2005-05-01,21
14023,2005-05-01,22
12640,2005-05-01,23
11347,2005-05-01,24
10459,2005-05-02,1
10075,2005-05-02,2
9910,2005-05-02,3
9927,2005-05-02,4
10291,2005-05-02,5
11399,2005-05-02,6
13362,2005-05-02,7
14855,2005-05-02,8
15319,2005-05-02,9
15561,2005-05-02,10
15688,2005-05-02,11
15767,2005-05-02,12
15683,2005-05-02,13
18965,2005-05-02,14
20748,2005-05-02,15
19698,2005-05-02,16
17802,2005-05-02,17
21562,2005-05-02,18
15611,2005-05-02,19
15932,2005-05-02,20
16200,2005-05-02,21
15119,2005-05-02,22
13415,2005-05-02,23
11841,2005-05-02,24
10935,2005-05-03,1
10481,2005-05-03,2
10269,2005-05-03,3
10258,2005-05-03,4
10554,2005-05-03,5
11526,2005-05-03,6
13524,2005-05-03,7
15049,2005-05-03,8
15470,2005-05-03,9
18151,2005-05-03,10
21800,2005-05-03,11
19475,2005-05-03,12
22188,2005-05-03,13
22170,2005-05-03,14
19786,2005-05-03,15
17855,2005-05-03,16
15761,2005-05-03,17
15198,2005-05-03,18
15147,2005-05-03,19
15416,2005-05-03,20
16049,2005-05-03,21
15163,2005-05-03,22
13513,2005-05-03,23
11875,2005-05-03,24
10929,2005-05-04,1
10475,2005-05-04,2
10274,2005-05-04,3
10234,2005-05-04,4
10531,2005-05-04,5
11608,2005-05-04,6
13550,2005-05-04,7
15060,2005-05-04,8
15417,2005-05-04,9
15552,2005-05-04,10
15552,2005-05-04,11
15644,2005-05-04,12
15558,2005-05-04,13
15559,2005-05-04,14
15362,2005-05-04,15
15235,2005-05-04,16
15278,2005-05-04,17
15329,2005-05-04,18
15278,2005-05-04,19
15482,2005-05-04,20
16060,2005-05-04,21
15141,2005-05-04,22
13490,2005-05-04,23
11908,2005-05-04,24
10953,2005-05-05,1
10548,2005-05-05,2
10363,2005-05-05,3
10357,2005-05-05,4
10672,2005-05-05,5
11683,2005-05-05,6
13658,2005-05-05,7
18598,2005-05-05,8
15573,2005-05-05,9
15679,2005-05-05,10
15770,2005-05-05,11
15784,2005-05-05,12
15669,2005-05-05,13
15642,2005-05-05,14
15434,2005-05-05,15
15245,2005-05-05,16
15111,2005-05-05,17
14991,2005-05-05,18
14870,2005-05-05,19
15127,2005-05-05,20
15876,2005-05-05,21
15102,2005-05-05,22
13516,2005-05-05,23
11924,2005-05-05,24
10996,2005-05-06,1
10508,2005-05-06,2
10257,2005-05-06,3
10235,2005-05-06,4
10559,2005-05-06,5
11540,2005-05-06,6
13420,2005-05-06,7
15044,2005-05-06,8
15502,2005-05-06,9
15654,2005-05-06,10
15736,2005-05-06,11
15639,2005-05-06,12
15528,2005-05-06,13
15471,2005-05-06,14
15217,2005-05-06,15
15018,2005-05-06,16
14905,2005-05-06,17
14874,2005-05-06,18
17756,2005-05-06,19
20726,2005-05-06,20
22387,2005-05-06,21
20686,2005-05-06,22
13350,2005-05-06,23
11912,2005-05-06,24
10950,2005-05-07,1
10421,2005-05-07,2
10130,2005-05-07,3
10030,2005-05-07,4
10060,2005-05-07,5
17208,2005-05-07,6
12287,2005-05-07,7
14334,2005-05-07,8
14263,2005-05-07,9
14616,2005-05-07,10
18789,2005-05-07,11
19204,2005-05-07,12
22092,2005-05-07,13
20520,2005-05-07,14
16633,2005-05-07,15
20620,2005-05-07,16
14062,2005-05-07,17
14182,2005-05-07,18
14277,2005-05-07,19
14524,2005-05-07,20
14755,2005-05-07,21
14171,2005-05-07,22
13104,2005-05-07,23
11943,2005-05-07,24
11018,2005-05-08,1
10448,2005-05-08,2
10137,2005-05-08,3
9961,2005-05-08,4
10083,2005-05-08,5
10128,2005-05-08,6
12482,2005-05-08,7
14629,2005-05-08,8
12841,2005-05-08,9
17909,2005-05-08,10
13884,2005-05-08,11
16281,2005-05-08,12
18376,2005-05-08,13
16197,2005-05-08,14
13105,2005-05-08,15
13017,2005-05-08,16
13146,2005-05-08,17
13337,2005-05-08,18
13567,2005-05-08,19
14028,2005-05-08,20
14682,2005-05-08,21
13934,2005-05-08,22
12569,2005-05-08,23
11333,2005-05-08,24
10462,2005-05-09,1
10047,2005-05-09,2
10348,2005-05-09,3
15038,2005-05-09,4
17020,2005-05-09,5
19125,2005-05-09,6
16765,2005-05-09,7
18579,2005-05-09,8
20423,2005-05-09,9
22982,2005-05-09,10
20036,2005-05-09,11
22153,2005-05-09,12
20247,2005-05-09,13
23585,2005-05-09,14
18256,2005-05-09,15
22177,2005-05-09,16
20307,2005-05-09,17
16550,2005-05-09,18
15296,2005-05-09,19
15450,2005-05-09,20
16121,2005-05-09,21
15169,2005-05-09,22
13436,2005-05-09,23
11782,2005-05-09,24
10814,2005-05-10,1
10310,2005-05-10,2
10076,2005-05-10,3
10021,2005-05-10,4
10291,2005-05-10,5
11239,2005-05-10,6
13248,2005-05-10,7
14877,2005-05-10,8
17632,2005-05-10,9
